"","user_id","organization_id","segment_name","segment_rollup","dep_member_returned","dep_active","month_created","challenge_day_1","comment_day_1","event_day_1","friend_day_1","group_day_1","high5_get_day_1","high5_give_day_1","lisa_taken_day_1","points_charity_day_1","points_local_day_1","points_raffle_day_1","points_spent_day_1","program_complete_day_1","program_current_day_1","program_start_day_1","challenge_day_2_7","comment_day_2_7","event_day_2_7","friend_day_2_7","group_day_2_7","high5_get_day_2_7","high5_give_day_2_7","lisa_taken_day_2_7","points_charity_day_2_7","points_local_day_2_7","points_raffle_day_2_7","points_spent_day_2_7","program_complete_day_2_7","program_current_day_2_7","program_start_day_2_7","startbmi","endbmi","ageGroup","Sex","startHE","endHE"
"172",11941,2,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","Unknown","Unknown","O70U74","Female","NotStarted","NotStarted"
"173",11942,2,"Lapsed - Multiple Logins","L","Yes","No",1,"Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Over","Unknown","O50U64","Female","NotStarted","NotStarted"
"174",11948,2,"Casual","A","Yes","Yes",1,"Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","Yes","Yes","No","No","No","Unknown","Unknown","O65U69","Female","NotStarted","Started"
"175",11949,2,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O70U74","Female","NotStarted","NotStarted"
"176",11951,2,"Lapsed - One and Done","OnD","No","No",1,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O65U69","Female","NotStarted","NotStarted"
"177",11952,2,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Obese","Unknown","O65U69","Female","NotStarted","NotStarted"
"178",11953,2,"Lapsed - One and Done","OnD","No","No",1,"No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Normal","Unknown","O65U69","Female","NotStarted","NotStarted"
"179",11954,2,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O70U74","Male","NotStarted","NotStarted"
"180",11955,2,"Lapsed - Multiple Logins","L","Yes","No",1,"Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O65U69","Male","NotStarted","NotStarted"
"181",11956,2,"Lapsed - One and Done","OnD","No","No",1,"No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O75U84","Male","NotStarted","NotStarted"
"182",11957,27,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O50U64","Female","NotStarted","NotStarted"
"183",11961,2,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O70U74","Male","NotStarted","NotStarted"
"184",11963,48,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Normal","Unknown","O31U49","Female","NotStarted","NotStarted"
"185",11965,2,"Casual","A","Yes","Yes",1,"Yes","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Yes","No","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Yes","Normal","Normal","O75U84","Female","Completed","NotStarted"
"186",11968,2,"Curious","A","Yes","Yes",1,"No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Obese","Unknown","O65U69","Female","NotStarted","NotStarted"
"187",11969,2,"Lapsed - Multiple Logins","L","Yes","No",1,"Yes","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Over","Unknown","O50U64","Female","NotStarted","NotStarted"
"188",11970,2,"Curious","A","Yes","Yes",1,"Yes","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","Over","Unknown","O70U74","Male","Completed","NotStarted"
"189",11974,2,"Curious","A","Yes","Yes",1,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O65U69","Female","NotStarted","NotStarted"
"190",11977,2,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Normal","Unknown","O65U69","Female","NotStarted","Started"
"191",11978,27,"Lapsed - One and Done","OnD","No","No",1,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O50U64","Female","NotStarted","NotStarted"
"192",11982,2,"Power","A","Yes","Yes",1,"No","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Normal","Unknown","O65U69","Female","NotStarted","NotStarted"
"193",11984,2,"Lapsed - One and Done","OnD","No","No",1,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O65U69","Male","NotStarted","NotStarted"
"194",11987,2,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Obese","Unknown","O70U74","Male","NotStarted","NotStarted"
"195",11991,2,"Lapsed - Multiple Logins","L","Yes","No",1,"Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Obese","Unknown","O70U74","Female","Started","NotStarted"
"196",11994,2,"Curious","A","Yes","Yes",1,"No","Yes","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O50U64","Male","NotStarted","NotStarted"
"197",12012,2,"Lapsed - One and Done","OnD","No","No",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","Unkn","Unknown","NotStarted","NotStarted"
"198",12013,2,"Active","A","Yes","Yes",1,"Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Normal","Unknown","O70U74","Female","Completed","NotStarted"
"199",12014,2,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O65U69","Male","NotStarted","NotStarted"
"200",12018,2,"Lapsed - Multiple Logins","L","Yes","No",1,"Yes","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Normal","Unknown","O65U69","Female","Completed","NotStarted"
"201",12019,2,"Curious","A","Yes","Yes",1,"No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Normal","Unknown","O65U69","Female","Completed","NotStarted"
"202",12020,28,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Unknown","Unknown","O75U84","Male","NotStarted","NotStarted"
"203",12032,2,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O70U74","Male","NotStarted","NotStarted"
"204",12034,28,"Lapsed - One and Done","OnD","No","No",1,"No","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Obese","Unknown","O70U74","Female","Completed","NotStarted"
"205",12039,28,"Lapsed - One and Done","OnD","No","No",1,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O65U69","Male","NotStarted","NotStarted"
"206",12044,2,"Curious","A","Yes","Yes",1,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O75U84","Female","NotStarted","NotStarted"
"207",12052,28,"Casual","A","Yes","Yes",1,"No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Normal","Unknown","O50U64","Female","Completed","NotStarted"
"208",12056,2,"Curious","A","Yes","Yes",1,"No","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Obese","Unknown","O70U74","Female","NotStarted","NotStarted"
"209",12058,2,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O70U74","Female","NotStarted","NotStarted"
"210",12059,28,"Lapsed - One and Done","OnD","No","No",1,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O70U74","Female","Started","NotStarted"
"211",12073,28,"Lapsed - One and Done","OnD","No","No",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O50U64","Male","Started","NotStarted"
"212",12074,2,"Casual","A","Yes","Yes",1,"No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Normal","Unknown","O65U69","Female","Started","NotStarted"
"213",12076,27,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O31U49","Female","Started","NotStarted"
"214",12083,28,"Lapsed - One and Done","OnD","No","No",1,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O70U74","Male","NotStarted","NotStarted"
"215",12091,2,"Lapsed - One and Done","OnD","No","No",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","Unkn","Unknown","NotStarted","NotStarted"
"216",12100,28,"Lapsed - Multiple Logins","L","Yes","No",1,"Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Over","Unknown","O70U74","Male","NotStarted","NotStarted"
"217",12105,28,"Lapsed - One and Done","OnD","No","No",1,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O65U69","Female","NotStarted","NotStarted"
"218",12108,2,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","Unkn","Unknown","NotStarted","NotStarted"
"219",12109,28,"Casual","A","Yes","Yes",1,"No","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","Yes","No","Yes","Obese","Unknown","O65U69","Male","Started","Completed"
"220",12111,2,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O65U69","Male","NotStarted","NotStarted"
"221",12114,2,"Active","A","Yes","Yes",1,"Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","Obese","Unknown","O75U84","Male","NotStarted","Completed"
"222",12120,2,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O75U84","Female","NotStarted","NotStarted"
"223",12123,2,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","Normal","Unknown","O70U74","Male","NotStarted","NotStarted"
"224",12124,2,"Curious","A","Yes","Yes",1,"No","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Obese","Unknown","O65U69","Female","Completed","NotStarted"
"225",12127,2,"Lapsed - Multiple Logins","L","Yes","No",1,"Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Obese","Unknown","O19U30","Male","Completed","Completed"
"226",12128,2,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O50U64","Female","NotStarted","NotStarted"
"227",12129,2,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","Unkn","Unknown","NotStarted","NotStarted"
"228",12147,27,"Lapsed - One and Done","OnD","No","No",1,"No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Normal","Unknown","O31U49","Female","NotStarted","NotStarted"
"229",12150,2,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","Unkn","Unknown","NotStarted","NotStarted"
"230",12161,2,"Power","A","Yes","Yes",1,"Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","Yes","Yes","No","No","No","Obese","Unknown","O50U64","Female","Completed","NotStarted"
"231",12162,27,"Lapsed - One and Done","OnD","No","No",1,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O31U49","Female","NotStarted","NotStarted"
"232",12163,2,"Power","A","Yes","Yes",1,"No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","Yes","Normal","Unknown","O65U69","Female","NotStarted","Started"
"233",12173,2,"Lapsed - One and Done","OnD","No","No",1,"No","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Over","Unknown","O65U69","Female","NotStarted","NotStarted"
"234",12191,27,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","Normal","Unknown","O50U64","Female","Completed","NotStarted"
"235",12220,2,"Curious","A","Yes","Yes",1,"Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No","Over","Unknown","O70U74","Male","Completed","NotStarted"
"236",12227,2,"Lapsed - Multiple Logins","L","Yes","No",1,"No","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Normal","Unknown","O50U64","Female","Completed","NotStarted"
"237",12237,27,"Lapsed - One and Done","OnD","No","No",1,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O19U30","Male","NotStarted","NotStarted"
"238",12240,2,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O31U49","Male","NotStarted","NotStarted"
"239",12241,2,"Lapsed - Multiple Logins","L","Yes","No",1,"No","Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Normal","Unknown","O50U64","Female","NotStarted","Started"
"240",12254,2,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O65U69","Male","NotStarted","NotStarted"
"241",12260,2,"Lapsed - Multiple Logins","L","Yes","No",1,"Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Over","Unknown","O70U74","Female","NotStarted","NotStarted"
"242",12261,28,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Over","Unknown","O65U69","Male","NotStarted","NotStarted"
"243",12278,27,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Normal","Unknown","O50U64","Female","Completed","NotStarted"
"244",12282,28,"Lapsed - One and Done","OnD","No","No",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O65U69","Male","NotStarted","NotStarted"
"245",12296,2,"Curious","A","Yes","Yes",1,"No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","Yes","Over","Unknown","O65U69","Male","NotStarted","NotStarted"
"246",12316,27,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","Over","Unknown","O50U64","Female","Completed","NotStarted"
"247",12318,28,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","Yes","Obese","Unknown","O70U74","Female","NotStarted","Started"
"248",12321,28,"Lapsed - One and Done","OnD","No","No",1,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O75U84","Female","NotStarted","NotStarted"
"249",12329,2,"Active","A","Yes","Yes",1,"Yes","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","Normal","Unknown","O75U84","Female","NotStarted","NotStarted"
"250",12335,28,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O70U74","Female","Started","NotStarted"
"251",12343,2,"Lapsed - One and Done","OnD","No","No",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","Unkn","Unknown","NotStarted","NotStarted"
"252",12344,28,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Normal","Unknown","O50U64","Female","NotStarted","NotStarted"
"253",12346,28,"Lapsed - Multiple Logins","L","Yes","No",1,"Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Over","Unknown","O65U69","Female","Completed","Completed"
"254",12350,2,"Curious","A","Yes","Yes",1,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O85","Female","NotStarted","NotStarted"
"255",12356,27,"Lapsed - Multiple Logins","L","Yes","No",1,"Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","Yes","Yes","Normal","Unknown","O31U49","Female","NotStarted","Started"
"256",12361,28,"Lapsed - One and Done","OnD","No","No",1,"No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Obese","Unknown","O65U69","Male","Started","NotStarted"
"257",12362,28,"Curious","A","Yes","Yes",1,"No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Normal","Unknown","O65U69","Female","NotStarted","NotStarted"
"258",12363,2,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O65U69","Female","NotStarted","NotStarted"
"259",12368,28,"Casual","A","Yes","Yes",1,"No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Over","Unknown","O70U74","Female","NotStarted","NotStarted"
"260",12376,28,"Lapsed - One and Done","OnD","No","No",1,"No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Obese","Unknown","O70U74","Female","NotStarted","NotStarted"
"261",12387,28,"Casual","A","Yes","Yes",1,"No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Over","Unknown","O65U69","Female","NotStarted","NotStarted"
"262",12388,2,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","Yes","Over","Unknown","O50U64","Female","NotStarted","Completed"
"263",12393,27,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Obese","Unknown","O31U49","Female","Started","NotStarted"
"264",12395,28,"Lapsed - One and Done","OnD","No","No",1,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O70U74","Male","NotStarted","NotStarted"
"265",12397,28,"Casual","A","Yes","Yes",1,"No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Obese","Unknown","O70U74","Female","Started","NotStarted"
"266",12399,27,"Lapsed - One and Done","OnD","No","No",1,"No","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Normal","Unknown","O31U49","Female","Started","NotStarted"
"267",12404,27,"Lapsed - Multiple Logins","L","Yes","No",1,"Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Over","Unknown","O31U49","Female","NotStarted","NotStarted"
"268",12423,28,"Casual","A","Yes","Yes",1,"Yes","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","Over","Unknown","O65U69","Female","Completed","NotStarted"
"269",12428,28,"Lapsed - Multiple Logins","L","Yes","No",1,"Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","Unknown","Obese","O75U84","Female","NotStarted","NotStarted"
"270",12471,2,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Obese","Unknown","O65U69","Female","NotStarted","NotStarted"
"272",12480,28,"Lapsed - Multiple Logins","L","Yes","No",1,"Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Obese","Unknown","O75U84","Female","Started","NotStarted"
"273",12481,2,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Obese","Unknown","O50U64","Female","Completed","NotStarted"
"274",12485,27,"Lapsed - Multiple Logins","L","Yes","No",1,"No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Obese","Unknown","O50U64","Female","Started","NotStarted"
"275",12500,27,"Lapsed - One and Done","OnD","No","No",1,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","O31U49","Male","NotStarted","NotStarted"
"276",12509,2,"Lapsed - One and Done","OnD","No","No",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Unknown","Unknown","Unkn","Unknown","NotStarted","NotStarted"
"277",12541,28,"Lapsed - One and Done","OnD","No","No",1,"No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Over","Unknown","O65U69","Female","Completed","NotStarted"
"278",12542,28,"Lapsed - One and Done","OnD","No","No",1,"No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Obese","Unknown","O65U69","Female","NotStarted","NotStarted"
